,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Floors,Windows,PreviousSalePrice,IsLuxury,Fireplace_Yes,HouseColor_Green,HouseColor_Red,HouseColor_White,HouseColor_Yellow,Garage_Yes
1304,997.54,1.212399891,2,289.46,11.11,5.23,88.56,41.92,90.98,1.8,1.04,2.89,1.95,1,16,105401.0907,0,1,0,0,0,1,0
5947,993.55,1.528368079,4,449.7,49.19,7.85,22.9,13.54,97.35,1.61,4.74,5.11,5.55,1,14,476704.8981,1,0,1,0,0,0,0
4593,627.24,1.0,5,76.12,12.23,6.75,39.91,16.99,95.85,1.56,5.32,7.31,4.01,1,21,255145.1085,1,1,0,0,0,0,1
6671,989.83,4.008426976,3,481.62,17.58,7.14,17.4,13.69,99.9,1.4,7.47,8.57,3.45,1,22,437494.3321,0,0,1,0,0,0,1
3001,795.56,1.0,2,18.23,29.24,8.55,45.73,15.95,95.2,1.91,5.15,9.64,4.43,1,11,5168.592954,0,1,0,0,0,0,0
5590,1217.26,3.699687803,4,135.46,30.82,6.21,32.35,6.2,97.01,1.71,3.46,8.41,7.91,1,29,415031.5882,1,0,0,0,0,1,1
5596,1464.41,1.315608478,3,557.48,34.62,5.39,2.19,17.64,87.77,0.94,3.83,6.63,6.18,1,17,313505.6024,1,0,0,1,0,0,0
4532,1686.78,2.879916051,3,321.81,16.01,7.15,99.59,10.52,93.32,2.07,4.88,4.76,3.78,2,25,554002.9495,1,0,0,0,1,0,1
4234,1434.43,4.318858654,2,370.18,20.76,5.13,66.2,1.09,93.39,1.1,6.35,5.3,7.47,1,12,381954.5133,1,0,0,0,0,1,0
428,1056.18,2.816784211,4,439.76,54.6,8.76,78.53,13.4,91.38,0.93,3.56,10.0,8.35,1,10,476420.1128,0,0,0,0,0,0,0
239,768.35,2.609231756,3,740.02,24.76,6.97,31.93,0.9,94.12,0.66,3.1,3.01,7.19,1,11,267242.6338,0,0,0,0,0,1,0
4224,1506.8,1.0,4,371.52,9.67,7.48,88.74,41.96,97.46,1.63,2.78,1.21,5.97,1,16,215383.9114,1,1,1,0,0,0,0
943,935.67,1.0,3,250.57,45.26,5.72,1.24,6.75,95.56,1.12,2.78,5.47,7.88,1,11,110690.0947,0,0,0,0,1,0,0
940,1048.11,2.524543313,3,345.78,13.03,5.91,26.79,6.58,92.34,1.68,4.34,6.69,6.21,2,18,156752.2615,0,0,0,1,0,0,0
6104,1464.01,1.127630937,5,577.43,34.11,8.56,63.39,26.68,91.57,1.7,4.62,6.2,5.18,1,16,542575.1683,1,0,1,0,0,0,1
1793,1303.03,1.482595995,2,758.94,23.55,9.1,66.82,5.21,91.44,0.62,3.07,4.21,6.95,1,14,154037.5445,0,0,0,0,0,0,0
3853,656.16,2.642604117,4,643.36,36.9,5.85,21.5,3.49,94.21,1.28,3.62,1.7,2.06,1,6,301519.4581,1,0,0,1,0,0,0
1060,1198.58,3.740967008,3,1100.73,40.7,7.33,37.5,9.9,87.97,1.9,6.93,5.69,3.41,1,7,348667.282,0,0,0,0,0,1,0
870,550.0,1.0,3,397.94,10.59,6.09,19.21,20.16,99.9,1.62,2.07,4.19,5.28,2,42,93816.42059,0,0,0,0,0,0,0
6533,771.18,1.478008617,3,95.67,57.62,4.5,42.5,18.61,91.95,1.18,5.43,10.0,8.85,1,19,261409.5803,1,0,0,1,0,0,0
582,550.0,1.0,2,350.39,42.59,5.26,74.45,29.28,87.35,1.12,4.54,5.18,7.25,1,6,100931.0646,0,0,0,0,0,1,0
2458,1154.95,1.221761357,4,199.91,39.81,5.56,120.6,9.03,91.12,1.23,3.16,2.39,5.53,1,15,252769.8469,0,1,0,0,1,0,1
6372,2189.13,1.980553513,4,845.53,4.66,9.35,0.57,15.74,99.09,1.43,4.56,10.0,4.45,1,16,785185.0421,0,0,0,0,0,1,0
3806,1182.99,2.027478942,2,548.96,43.67,5.71,26.76,4.49,96.36,1.39,2.16,7.54,5.02,2,20,228509.0391,1,1,0,0,0,0,1
5493,1366.81,2.751702913,4,659.3,34.34,10.0,48.41,7.74,93.95,0.44,8.23,10.0,5.59,2,33,453825.9985,1,0,0,0,0,1,0
221,988.32,1.308992909,3,773.65,41.29,7.05,89.12,15.0,99.37,1.39,3.18,5.41,3.36,1,13,62001.95613,0,0,0,1,0,0,0
4710,1558.03,1.636082286,2,572.2,3.78,6.81,29.37,29.67,99.9,1.83,6.07,4.99,5.9,1,22,300588.8621,1,0,0,0,0,1,0
3321,960.58,1.0,1,272.94,21.26,4.81,84.02,18.42,94.85,0.49,0.58,1.8,2.14,1,14,205277.1084,0,0,1,0,0,0,0
6525,1740.47,4.558374344,3,489.67,13.77,10.0,32.23,2.67,89.13,0.21,9.28,6.76,7.85,1,15,879848.0407,1,0,0,0,0,1,0
342,1492.61,1.835527414,3,544.93,25.74,6.68,57.18,21.06,94.44,1.43,4.32,3.5,3.98,1,20,248286.9784,0,0,1,0,0,0,1
5989,1247.77,2.237437314,3,132.9,27.37,9.03,11.2,27.03,89.12,1.44,6.24,5.26,6.05,1,14,259447.0744,1,1,1,0,0,0,0
3427,1396.49,1.107197337,3,1043.53,29.86,8.28,10.68,30.15,96.6,1.72,3.01,0.89,2.92,1,21,275572.922,0,1,0,0,0,1,1
1298,1403.92,1.974140894,3,689.47,17.79,8.97,11.29,3.18,94.38,1.58,7.42,9.96,8.31,1,19,271038.2618,0,1,1,0,0,0,0
3153,668.91,1.827757647,2,701.99,30.27,5.92,43.74,31.11,99.9,1.52,3.18,6.69,6.25,1,13,9386.799631,0,1,0,1,0,0,1
5424,1035.15,2.299867822,6,826.13,48.99,9.75,20.21,12.98,93.55,2.42,8.38,8.83,7.37,2,9,532091.5154,1,0,1,0,0,0,1
2975,1384.41,2.161560501,2,805.9,36.27,8.76,106.78,2.11,96.74,0.91,5.21,9.03,6.61,1,20,173469.8835,0,1,0,0,0,0,0
2606,1045.86,1.286067889,3,97.21,18.79,8.62,34.43,5.28,94.31,1.78,4.53,4.45,6.96,1,4,110946.5279,0,0,0,0,0,0,0
4582,2270.33,1.0,3,866.26,18.49,9.57,7.83,6.06,91.06,1.74,7.67,4.81,6.36,1,13,514599.3336,1,1,0,0,1,0,0
2992,646.4,1.0,4,653.33,19.63,5.85,26.17,20.6,85.35,2.55,6.08,6.09,5.44,1,19,181105.0914,0,1,0,0,0,1,0
3423,587.4,2.358537036,3,342.57,36.43,7.01,7.64,11.36,89.53,1.12,3.42,9.81,6.39,1,15,153060.6005,1,0,1,0,0,0,1
1573,550.0,1.690192474,4,573.81,32.7,8.36,82.24,48.37,99.9,2.33,6.57,10.0,10.0,1,18,154441.3792,0,1,1,0,0,0,1
792,1050.59,1.443374519,4,523.89,53.12,7.82,6.58,29.15,99.26,2.01,5.97,0.98,2.59,1,17,145556.6898,0,1,0,1,0,0,1
2641,1063.59,2.128704106,2,881.56,49.17,5.27,62.61,16.56,88.84,1.61,5.97,5.64,8.0,1,6,171452.0619,0,0,0,0,0,0,1
5483,1083.57,4.250023981,3,457.59,54.52,5.28,76.53,42.93,93.53,1.44,6.75,6.88,3.38,1,12,455652.1096,1,0,1,0,0,0,0
2217,550.0,1.0,2,494.49,20.81,4.92,72.23,26.47,87.61,1.95,0.36,8.22,5.55,1,23,125698.1824,0,0,1,0,0,0,0
4215,1265.16,1.0,4,636.71,38.04,10.0,60.39,39.29,93.53,1.2,9.44,6.74,8.74,1,7,304450.5272,1,0,0,0,1,0,0
6243,1192.9,4.003837009,5,62.76,36.18,9.83,70.33,13.26,95.52,1.47,6.84,6.93,7.02,1,19,613634.17,1,0,0,0,0,0,0
2723,727.07,3.201085506,2,590.45,16.43,7.39,25.67,24.85,97.96,1.62,7.51,5.48,5.65,1,19,223906.2748,0,1,0,1,0,0,0
4538,2149.1,4.577828576,3,224.55,51.59,10.0,2.76,6.93,98.36,1.06,5.68,8.85,9.32,2,29,573415.5083,1,0,1,0,0,0,1
6477,1423.0,2.335779639,2,593.15,29.1,4.5,28.45,30.42,99.72,1.02,4.04,1.44,3.26,1,10,251180.3684,1,0,0,0,1,0,1
1681,550.0,1.41478699,3,426.75,3.62,6.92,50.79,17.62,94.55,0.99,3.07,9.9,5.82,1,11,90079.39297,0,0,0,0,0,0,0
3954,1352.56,3.851260193,4,222.97,5.9,7.89,2.09,11.21,88.0,0.85,5.16,6.47,4.32,1,9,620319.3833,1,0,0,0,0,0,1
4090,1380.8,3.048135625,4,647.68,7.25,6.39,30.69,0.02,94.4,1.01,6.97,5.69,7.23,1,7,491504.2603,1,0,0,0,0,1,0
2827,839.71,2.953884996,3,269.22,41.28,7.36,67.7,19.54,93.58,0.95,3.36,10.0,7.84,1,18,363926.4712,0,1,0,0,0,0,0
5455,1001.01,1.121423839,4,261.73,6.43,8.16,98.73,19.07,99.9,1.76,8.02,7.28,2.24,1,13,499748.5962,1,0,0,1,0,0,1
3579,1223.17,1.996621246,3,100.38,36.79,6.68,41.37,22.61,93.04,0.98,6.76,6.19,3.16,1,15,165471.2967,1,0,0,1,0,0,1
2998,783.28,4.5945059,2,1079.27,26.29,6.12,57.1,8.5,99.9,1.01,3.16,6.21,1.98,2,29,202902.1007,0,1,0,1,0,0,1
5080,1681.9,2.420030579,4,455.82,40.26,8.36,36.77,20.5,95.97,2.03,8.41,0.0,1.94,1,7,677917.9588,1,0,0,0,0,1,1
5900,647.08,3.098616902,5,5.52,34.31,7.66,18.66,32.71,98.96,1.76,5.98,6.01,2.78,1,6,393007.2329,1,1,0,0,0,1,1
1556,761.64,3.212189397,3,811.58,6.78,9.36,74.82,34.44,96.16,1.38,8.6,6.43,6.46,1,11,204613.7284,1,1,0,0,0,1,0
4981,1218.77,3.169519035,3,60.66,26.54,8.17,32.93,3.14,99.9,1.8,2.88,10.0,10.0,1,29,555419.4024,1,0,0,0,0,0,1
453,1167.09,1.357589204,2,498.37,35.05,6.82,46.91,24.77,96.27,2.26,5.29,4.34,4.34,1,6,55168.48331,0,0,0,1,0,0,0
4451,1713.51,2.044340565,3,609.06,74.91,8.88,39.23,33.62,97.46,1.72,7.36,5.01,6.54,1,7,479096.8381,1,0,0,0,0,0,1
694,817.54,1.0,4,549.34,40.29,7.39,65.57,40.4,94.13,0.8,10.0,8.18,7.33,1,22,228443.08,0,1,0,1,0,0,1
4244,1545.27,1.025032678,4,456.73,35.74,6.53,34.96,39.69,99.9,1.22,3.96,1.12,1.03,1,12,378949.6684,1,0,0,0,0,0,0
6362,1202.42,1.88204523,2,822.98,21.15,9.59,50.4,15.31,90.92,1.15,5.0,9.05,7.31,2,19,235972.8437,1,1,0,1,0,0,0
1657,550.0,2.017263836,3,685.3,56.18,4.71,42.2,5.59,91.39,1.42,4.96,2.41,6.07,1,21,130354.3742,1,0,0,0,0,0,1
5202,1515.07,1.5055028,3,949.39,57.27,6.19,64.97,6.0,96.8,1.78,4.64,5.64,4.95,1,17,262207.9614,1,1,0,1,0,0,0
587,550.0,1.608242105,4,447.52,24.37,7.8,40.92,35.75,99.9,2.12,5.11,0.58,5.25,1,13,158702.8409,1,0,0,0,0,0,1
5771,1838.25,3.45807642,2,1009.36,26.82,6.21,4.07,6.61,83.16,1.4,7.46,8.5,3.71,1,16,291117.0163,1,0,0,0,0,1,0
3696,1689.85,3.543602099,3,194.47,38.78,9.09,83.27,5.49,99.49,1.11,8.25,5.21,7.16,1,18,596846.9444,1,0,0,1,0,0,0
559,550.0,2.685210629,3,652.27,14.79,7.6,4.84,13.41,95.65,0.94,8.67,7.65,7.09,1,4,315626.4274,0,0,0,0,0,1,0
6042,1973.89,3.821661867,5,371.56,24.1,10.0,45.64,5.05,92.08,1.63,9.21,9.88,8.44,1,10,665367.1995,1,1,0,0,1,0,1
2300,1367.54,1.103907415,2,885.22,11.23,5.77,62.54,3.12,89.34,1.53,3.37,7.3,4.23,1,8,-543.5423055,0,0,0,0,0,1,0
5038,1786.01,3.381903578,4,29.69,45.67,10.0,25.17,22.74,98.06,1.04,7.69,10.0,4.72,1,11,615730.1135,1,0,0,1,0,0,0
1628,550.0,1.0,2,304.95,22.78,5.22,51.86,13.7,97.18,2.17,3.95,6.25,7.71,1,14,53931.26127,0,0,0,1,0,0,0
6388,1379.63,2.02118365,3,507.39,32.89,3.21,54.21,33.91,87.41,0.49,1.18,4.0,6.87,2,63,303617.0984,1,0,0,1,0,0,0
1266,1545.84,1.213010243,2,118.04,49.36,3.05,70.08,32.22,97.09,2.66,3.78,7.99,7.21,1,10,152616.2263,0,0,0,1,0,0,0
6551,956.69,3.556850303,4,765.44,25.42,7.56,50.98,36.29,89.02,1.21,7.96,5.79,5.22,1,15,400866.5981,1,0,1,0,0,0,0
946,774.63,1.668696362,1,1114.67,49.1,7.98,22.59,8.74,99.9,1.84,6.49,5.62,5.83,1,15,76449.7098,0,1,0,0,0,1,0
4955,550.0,3.63608268,3,656.65,20.3,6.69,54.93,18.14,95.13,1.41,6.02,5.82,7.12,2,24,429132.6764,0,1,0,1,0,0,1
3488,731.56,1.42810744,3,1104.37,13.16,7.02,30.99,49.6,94.38,1.18,2.57,7.54,6.26,1,18,61498.245,1,0,0,0,1,0,0
2487,1076.4,1.885372637,3,384.06,53.42,8.1,2.28,16.98,91.07,1.77,4.44,7.23,5.68,2,25,173362.6991,0,0,0,1,0,0,0
4493,997.28,2.959824965,3,644.48,25.04,6.36,92.75,14.76,97.71,1.56,5.43,5.52,6.14,1,10,335204.3214,1,0,0,0,0,1,0
5922,1242.35,3.218606826,3,496.93,60.9,7.65,38.75,2.64,86.42,0.53,4.31,7.92,6.65,1,15,352226.303,1,0,0,0,0,0,1
3317,1520.66,1.0,2,390.41,23.12,6.35,79.46,18.0,99.9,0.89,3.9,5.93,4.9,1,24,127095.5939,1,1,0,0,1,0,0
4896,1383.97,1.0,4,392.49,25.34,10.0,39.92,8.43,94.59,1.23,8.55,6.2,6.98,1,10,402379.1309,1,0,0,0,0,1,0
6081,1701.92,3.816029315,4,700.3,27.23,9.38,32.86,9.13,98.33,1.59,6.16,7.5,7.61,2,33,588236.0141,1,0,0,0,1,0,0
4934,1044.36,1.0,4,604.53,44.41,7.28,37.46,9.71,91.29,1.04,4.46,5.37,5.82,1,12,253054.2148,1,0,0,0,0,1,0
2570,1037.35,2.189285761,2,934.92,48.03,5.76,13.84,41.71,94.51,1.49,4.63,8.73,8.64,1,8,110472.565,0,1,1,0,0,0,0
3160,550.0,1.175114239,3,652.12,17.89,7.24,85.32,42.83,85.78,2.44,5.33,3.55,3.45,1,16,83060.39447,0,1,0,0,0,0,0
4654,1568.19,2.103688318,3,92.9,34.4,6.91,95.79,19.86,91.8,1.57,7.05,2.87,4.52,1,19,368733.9513,1,1,0,0,0,1,1
4606,550.0,5.166797811,1,565.61,0.54,7.97,19.29,5.05,99.9,1.18,6.88,9.55,5.93,1,6,393036.0861,1,0,1,0,0,0,1
881,742.01,1.514002894,3,307.52,49.15,3.14,27.28,31.85,91.4,1.79,4.51,9.06,6.93,1,7,200553.5542,0,0,0,0,0,0,0
2362,777.56,1.794734575,2,701.26,36.53,5.5,35.71,23.58,98.67,2.56,3.48,6.75,6.84,1,4,-4308.506043,1,0,0,0,1,0,0
2392,550.0,1.365407805,4,313.24,37.74,5.35,46.04,28.38,91.3,1.94,7.47,9.96,7.53,1,21,206921.6618,0,0,1,0,0,0,0
6953,1489.32,3.908182129,2,746.63,3.12,8.34,12.78,14.62,99.9,0.91,2.87,3.08,5.82,1,20,520310.2449,1,1,0,1,0,0,0
988,550.0,1.470704732,3,786.36,43.56,4.62,42.69,19.64,90.84,2.5,4.13,10.0,4.32,1,8,86987.909,1,0,1,0,0,0,1
2157,1505.35,1.0,4,343.48,32.63,5.92,30.14,14.29,88.78,0.82,3.78,7.33,4.58,1,11,262888.9327,0,1,0,0,0,0,0
5206,1027.22,2.744670165,3,166.11,17.4,5.58,101.68,17.23,94.02,1.05,3.53,8.05,6.97,1,18,276389.253,1,0,0,0,1,0,1
548,1139.91,3.215113326,3,273.39,43.69,2.73,65.98,27.89,80.31,1.72,0.98,1.04,4.41,1,13,311878.143,1,0,0,0,0,1,0
5831,1438.33,1.385886095,4,442.11,54.95,8.88,3.76,0.15,91.8,0.86,7.02,9.15,9.13,1,14,363240.0025,1,0,0,0,1,0,0
3359,759.11,1.901657092,2,505.49,20.29,7.52,93.98,4.35,96.97,0.39,7.9,7.05,2.09,1,11,153718.9732,0,0,0,1,0,0,0
6946,1463.95,1.976922883,3,464.89,42.67,9.13,84.35,9.17,90.65,1.41,7.07,4.46,5.71,1,19,261976.2199,0,0,0,0,0,1,0
4272,1138.68,2.520716266,4,491.93,73.34,6.65,33.91,12.12,91.81,1.74,8.14,7.82,5.69,1,14,729674.8945,1,0,1,0,0,0,1
5635,1368.21,2.476029549,3,64.97,49.94,6.58,42.88,6.13,90.8,1.83,4.97,6.73,2.66,2,37,425889.2575,1,0,0,0,1,0,1
3470,964.44,1.0,4,773.84,35.86,3.56,69.07,6.45,87.64,2.35,4.5,5.7,7.04,2,47,176649.1489,0,1,1,0,0,0,1
795,1082.21,2.409414068,4,655.73,76.49,7.51,23.42,10.55,87.15,1.12,8.92,4.22,6.38,2,28,298000.4845,0,0,1,0,0,0,0
6227,976.6,1.80029207,5,483.23,12.97,10.0,21.69,19.11,98.94,1.76,5.05,5.07,5.9,2,33,272862.5168,1,0,1,0,0,0,0
5907,996.24,1.350501787,3,117.07,27.0,5.76,38.86,13.49,85.4,2.39,0.72,8.7,4.93,1,5,247092.6927,1,1,1,0,0,0,0
5399,1479.17,1.0,3,756.72,4.23,10.0,31.6,4.64,95.2,1.7,3.92,6.78,5.0,1,22,329932.7949,1,0,0,1,0,0,0
6522,1002.14,1.281793539,4,230.87,0.78,6.81,96.0,29.1,95.35,1.12,7.7,2.61,5.05,1,17,261889.4271,1,0,0,0,0,1,0
3862,1264.37,1.831226078,4,232.61,45.01,9.32,38.16,24.14,94.13,0.87,5.95,6.98,5.42,1,3,411399.1917,1,0,0,0,0,1,0
5179,1039.85,2.235167327,4,240.42,7.39,8.72,49.33,13.26,93.16,1.82,3.61,6.52,6.1,2,23,331009.2945,1,0,0,0,1,0,1
3972,1594.37,2.034835603,3,677.17,8.96,9.0,37.54,1.89,88.95,0.59,5.46,5.57,8.14,1,11,436412.9697,1,0,0,0,1,0,1
5827,1512.19,2.77629559,2,922.08,8.59,8.83,0.65,1.55,87.46,1.82,6.23,5.84,8.05,1,23,323362.3617,1,0,0,0,0,1,1
1288,1295.39,1.004230912,2,1022.91,64.48,4.99,131.98,40.61,99.9,1.67,1.93,1.56,2.17,1,17,84230.77463,0,0,0,0,1,0,1
3458,641.92,2.027304787,4,728.7,1.13,8.73,92.3,15.02,99.07,1.51,5.51,4.39,5.5,1,4,387841.7319,0,0,0,0,0,0,0
763,992.01,1.0,3,491.68,34.03,5.61,77.53,18.6,94.58,1.61,5.34,8.32,8.83,1,13,131980.1464,0,0,0,0,0,1,1
1662,1539.74,1.284889485,4,595.27,20.27,5.46,64.99,32.9,96.25,1.5,3.84,1.69,8.02,1,9,339288.323,0,1,1,0,0,0,0
6752,1316.69,1.352970042,3,271.12,9.88,10.0,8.17,4.67,99.42,1.13,7.4,9.37,7.38,1,10,486006.0717,1,1,0,1,0,0,0
3493,550.0,1.93007416,3,301.03,43.19,5.31,70.28,44.76,93.95,1.99,2.1,0.95,2.53,1,13,300357.9469,1,0,1,0,0,0,1
2896,550.0,2.570045105,4,731.51,6.5,8.17,74.26,11.1,95.27,0.82,6.56,0.3,5.51,1,14,205015.8322,0,0,0,1,0,0,1
3969,1566.17,1.476349858,4,413.19,28.69,6.14,9.75,3.54,87.55,0.57,4.14,2.75,2.48,1,12,360758.7201,1,1,0,0,0,0,0
1017,722.71,1.0,3,701.84,8.39,7.79,59.63,18.78,97.56,2.14,3.98,5.94,9.21,1,12,136719.3674,0,0,1,0,0,0,0
5504,1166.46,2.392691233,3,520.05,68.26,5.75,47.6,10.85,95.17,1.19,6.69,6.06,6.54,1,13,345759.7152,1,0,1,0,0,0,1
337,550.0,2.899609492,2,255.02,5.94,7.77,73.39,28.17,96.21,1.49,5.49,4.45,6.03,1,3,114430.5402,0,1,0,0,1,0,0
592,945.11,3.420269913,2,415.9,19.51,6.7,15.62,9.86,95.08,1.89,3.91,3.24,6.45,1,6,196599.0676,0,0,1,0,0,0,1
3204,550.0,1.0,3,316.28,32.55,4.56,58.96,26.33,91.82,1.5,2.32,3.94,3.79,1,1,32505.21158,0,1,0,0,1,0,1
4144,550.0,2.972489001,3,270.78,20.43,4.63,80.52,30.84,88.12,1.32,1.87,4.58,6.85,1,13,195755.208,1,0,1,0,0,0,0
3984,1662.01,1.487104365,3,313.55,37.73,8.3,30.73,9.17,93.43,1.41,4.73,4.39,7.27,1,12,415082.3369,1,0,0,0,0,1,0
2347,571.69,1.0,3,709.35,53.87,1.97,23.02,24.39,95.45,1.04,1.65,0.91,3.14,2,13,60651.72869,0,0,0,0,0,0,0
4750,1219.17,2.918136667,4,635.43,3.8,8.49,74.06,15.09,94.42,1.48,5.65,5.24,5.96,1,17,675981.0883,1,0,0,0,0,0,0
206,732.31,1.605698581,1,617.27,37.07,7.01,97.95,4.47,98.74,1.07,3.85,5.69,6.14,1,15,10130.27321,0,0,0,0,0,1,1
1424,1198.31,1.702911179,2,747.07,41.41,7.84,96.25,29.13,92.78,1.89,5.8,3.43,6.96,1,13,315974.4906,1,0,0,0,0,1,0
3829,1448.19,2.582738587,3,959.64,24.53,10.0,45.9,4.28,91.38,2.41,5.85,10.0,2.81,1,22,370702.5552,1,1,0,1,0,0,0
3500,897.55,4.73916723,3,579.57,41.05,6.1,13.77,24.4,86.13,1.76,4.87,5.59,3.68,1,17,524019.6443,0,0,0,0,1,0,0
4172,1098.26,1.792331301,3,769.18,32.34,10.0,46.84,38.64,99.35,1.6,8.03,8.46,7.97,1,17,264689.0483,1,1,0,0,0,1,0
4360,1002.76,2.721628034,3,515.12,26.26,10.0,20.57,15.27,89.4,2.19,6.31,7.26,6.57,1,12,384197.7977,1,0,0,0,0,1,0
3496,550.0,2.95920506,4,18.9,12.95,5.71,95.32,34.3,93.61,1.14,4.65,6.48,5.88,1,12,231931.7424,0,0,0,1,0,0,1
3334,876.01,3.898355928,4,255.08,7.12,8.2,59.58,1.6,99.9,1.48,7.93,7.25,5.82,1,10,403239.3194,0,0,1,0,0,0,0
2839,626.54,3.411808313,3,1182.22,55.37,5.78,66.76,41.51,88.6,2.72,8.3,8.11,3.98,1,12,266438.8894,0,0,0,0,0,0,0
6111,1743.58,3.150609528,3,249.13,27.6,10.0,18.96,12.34,97.9,1.35,7.13,4.75,7.52,1,10,392724.151,1,0,1,0,0,0,0
6614,1437.02,2.309452987,5,1230.93,7.73,7.02,33.29,22.41,98.62,1.28,9.08,5.94,7.27,1,14,919646.193,1,0,0,1,0,0,0
3041,1025.55,2.208620112,1,989.38,49.05,3.33,39.87,54.64,89.41,1.14,1.96,7.13,7.49,1,12,160486.9576,0,0,0,0,1,0,0
6976,820.57,3.644919322,3,775.99,35.78,7.82,43.55,1.43,99.9,1.9,9.08,10.0,8.55,1,9,457160.5421,1,0,0,0,1,0,0
5146,702.41,3.918882667,3,819.36,48.76,9.12,29.51,16.33,99.9,2.41,6.42,10.0,8.97,2,11,205762.915,1,1,0,1,0,0,0
102,561.26,1.0,2,1131.07,34.14,4.99,103.38,21.56,96.64,2.09,1.78,3.11,4.36,1,9,89907.38454,0,1,0,1,0,0,1
5888,2273.6,3.675151609,3,780.72,30.92,10.0,13.08,6.84,91.77,1.39,5.16,9.48,8.44,1,5,748616.7515,1,0,1,0,0,0,1
2076,852.56,1.43561462,2,163.08,26.6,3.91,22.25,37.58,94.33,1.61,3.79,10.0,8.24,1,17,122901.6693,0,0,0,0,0,1,0
1357,1001.67,2.252086593,2,631.95,32.39,7.37,70.1,18.77,83.71,2.35,5.91,9.42,6.99,1,13,164504.2397,1,0,1,0,0,0,1
4899,1588.03,2.43644941,3,124.47,5.1,10.0,32.94,10.23,99.9,1.71,6.64,2.86,4.17,1,24,522687.9463,1,1,0,0,0,0,1
589,550.0,2.341744799,2,554.0,4.07,5.95,3.69,3.12,92.4,1.98,6.56,5.1,4.48,2,16,146122.1421,0,1,0,0,1,0,0
4017,924.0,1.570725349,4,540.95,41.77,7.7,14.0,36.37,88.68,1.79,6.07,6.81,3.89,1,15,361300.7443,1,1,0,0,1,0,0
3305,550.0,1.856679265,2,113.42,34.42,6.39,16.15,16.07,94.11,1.24,2.75,4.9,5.93,1,2,129957.5696,0,0,0,0,0,0,1
6058,1135.51,2.527049674,4,1130.04,34.76,7.43,28.21,3.36,97.28,1.5,5.92,8.09,6.47,1,12,584055.749,1,0,0,1,0,0,1
2688,550.0,1.021607608,2,1089.85,50.56,1.9,84.97,3.25,88.74,0.94,2.12,3.64,5.16,1,10,5955.484404,0,0,0,0,0,1,1
1228,1057.01,1.199181358,3,207.59,0.92,8.06,30.22,8.29,98.27,1.35,4.45,7.41,5.03,1,21,201866.3574,0,0,0,1,0,0,0
6421,550.0,2.758771438,3,617.2,17.01,8.48,15.43,21.13,98.86,2.41,7.52,0.04,2.05,1,17,240723.9342,1,0,0,1,0,0,0
289,824.72,2.084032692,2,202.39,50.74,8.82,94.81,29.98,83.95,1.39,4.26,7.36,3.55,1,15,65538.52797,0,0,0,0,0,0,0
6060,1249.65,1.0,3,296.48,41.82,5.7,56.74,1.96,99.9,1.52,4.18,10.0,7.18,1,4,265407.4849,0,0,0,1,0,0,0
6086,1004.33,1.812506929,4,383.41,29.1,8.1,73.32,21.65,99.9,0.58,5.91,4.33,7.29,2,34,599792.4095,1,1,1,0,0,0,0
1758,873.02,1.671878436,2,32.49,6.9,3.86,8.46,10.77,94.91,0.97,2.97,2.77,4.54,1,10,113319.7806,0,0,0,0,0,0,0
3318,1373.24,1.063691804,1,249.93,18.73,6.72,91.75,18.44,86.42,2.07,2.22,8.29,4.3,1,10,52565.89728,0,0,0,0,0,1,1
2408,1251.06,1.0,1,400.0,22.31,1.54,99.48,63.31,89.58,2.07,0.15,0.66,5.32,1,13,94785.76258,0,1,1,0,0,0,0
5879,1041.61,3.544439984,5,452.98,38.52,7.85,33.98,2.68,89.56,1.42,6.2,9.8,7.35,1,4,393464.2375,0,0,0,0,0,1,0
3821,1742.26,2.924457025,3,691.85,12.64,9.28,54.45,9.81,92.47,1.01,5.4,9.96,7.32,1,12,374789.3545,1,1,0,0,0,1,0
5165,1751.95,1.762293577,3,662.06,22.74,9.06,7.4,0.11,91.6,1.76,8.17,7.75,8.43,1,13,352072.0665,0,0,0,0,0,1,0
2176,550.0,2.919600816,2,644.38,1.16,7.94,11.32,8.1,99.9,1.25,3.19,6.6,6.54,1,14,218281.8618,0,0,0,0,0,1,0
5041,944.74,2.211420114,4,21.02,62.6,7.16,115.25,18.31,84.5,0.98,7.26,10.0,8.36,1,4,370310.2825,1,0,0,1,0,0,0
2012,550.0,3.220646562,3,138.12,45.04,6.74,85.35,3.67,94.29,2.03,4.98,3.75,5.98,1,9,132625.8479,1,0,0,1,0,0,0
3729,2173.85,3.817769313,2,357.43,9.22,10.0,37.44,18.03,91.07,0.93,9.65,8.3,5.41,1,11,664660.817,1,0,1,0,0,0,1
2159,550.0,1.356135228,3,468.94,42.26,6.17,64.59,7.84,97.21,1.79,3.34,5.76,10.0,2,14,16326.71986,0,0,0,0,1,0,0
3600,976.42,1.893188455,2,272.46,18.71,8.9,24.42,36.69,95.31,1.66,5.19,2.4,5.38,1,11,166325.4772,1,1,1,0,0,0,0
